DangKyID,HocVienID,LopID,Target_BoHoc,TyLeChuyenCan_NuaDau,SoBuoiVang_NuaDau,SoBuoiVangDau,DiemGiuaKy,KetQuaGiuaKy,SoNgayDangKySom,TuoiHocVien,KhoaHocID,GiangVienID,DiaDiemID
17761,9159,246,0,0.9,1,0,4.9,0,8,14,1,9,16
18345,9500,268,0,1,0,0,8.8,1,19,14,1,4,16
15443,9140,166,1,0.75,3,0,2.6,0,8,18,3,6,6
17239,8620,229,0,1,0,0,6.6,1,23,23,3,2,2
18734,8676,282,0,0.8,2,0,9.5,1,21,20,1,6,11
15057,9225,154,0,0.933333,1,0,4.8,0,27,21,5,1,1
15908,9060,187,1,0.5,6,1,5.5,1,10,16,4,4,11
18276,8658,266,0,0.9,1,0,8.1,1,18,17,1,2,7
18801,8783,285,0,1,0,0,3.8,0,9,28,2,4,13
16149,8481,193,0,0.9,1,0,9.8,1,12,19,1,7,16
15657,9203,176,0,1,0,0,7.2,1,20,21,1,4,6
17137,8867,226,0,0.866666,2,0,3.8,0,6,26,5,10,13
15614,8515,174,1,0.6,4,1,6.9,1,2,15,1,8,5
15772,9117,181,0,0.916666,1,0,7.2,1,15,20,4,2,3
19247,9252,301,0,1,0,0,9.9,1,8,24,2,1,14
15115,9984,156,0,0.866666,2,1,4.7,0,23,23,5,5,15
15655,8569,176,0,0.7,3,1,8.9,1,22,27,1,4,6
19123,8811,296,0,1,0,0,7.7,1,1,25,1,3,15
16794,9711,216,0,0.866666,2,0,4.6,0,22,27,5,9,4
18139,8300,261,0,0.933333,1,0,8.9,1,6,17,5,1,12
17312,8822,232,0,0.933333,1,0,5.9,1,18,28,5,3,1
16238,8079,195,0,0.733333,4,1,7.6,1,12,17,5,10,9
16427,8669,202,0,0.9,1,0,6.1,1,17,26,1,8,2
18026,9210,256,0,0.933333,1,0,9.7,1,7,27,5,1,9
19236,8007,300,0,0.9,1,1,7.6,1,11,29,2,1,2
17078,8286,224,0,0.833333,2,0,8.2,1,4,29,3,7,16
18953,9697,288,0,0.916666,1,0,3.1,0,20,24,4,3,16
17203,8548,228,0,0.833333,2,1,3.9,0,24,22,3,6,5
18334,9583,268,1,0.6,4,0,5.3,1,14,14,1,4,16
16317,9070,199,0,1,0,0,5.9,1,9,28,1,10,2
17790,9865,247,0,1,0,0,5.7,1,9,18,2,6,1
15052,9585,153,0,0.916666,1,1,6.9,1,29,18,4,2,10
18378,8961,268,0,0.9,1,1,3.6,0,9,27,1,4,16
17837,8609,247,0,0.8,2,2,9.3,1,26,27,2,6,1
18210,9776,263,1,0.416666,7,2,9.8,1,12,29,4,5,11
18708,9291,282,0,1,0,0,8.7,1,19,18,1,6,11
18713,8823,282,0,0.8,2,1,8.8,1,12,20,1,6,11
15322,8506,163,0,0.9,1,0,9.1,1,29,29,2,1,16
16235,8755,194,0,1,0,0,4.9,0,11,20,2,9,15
18286,8805,266,0,1,0,0,9,1,21,26,1,2,7
17048,9784,224,0,0.916666,1,1,8.4,1,24,20,3,7,16
15503,9520,169,1,0.75,3,0,2.2,0,28,19,4,10,2
15787,9519,182,0,0.833333,2,0,8.2,1,18,23,4,3,10
19120,8735,296,0,0.9,1,0,9,1,14,20,1,3,15
18805,8873,285,0,1,0,0,8.1,1,16,25,2,4,13
16297,9195,198,0,0.933333,1,0,7.9,1,15,27,5,3,14
18456,8712,271,0,1,0,0,3.8,0,26,22,2,5,13
15090,8922,155,0,1,0,0,8.9,1,29,18,1,4,15
16076,8189,190,0,0.916666,1,1,9,1,8,21,4,8,13
16523,8908,207,0,0.8,2,1,3.2,0,10,17,2,8,7
18191,8247,263,0,0.916666,1,1,9.3,1,8,24,4,5,11
16775,8224,215,0,1,0,0,9.7,1,26,21,4,1,12
19077,8697,293,0,1,0,0,4.8,0,17,24,5,10,11
17796,9402,247,0,0.7,3,0,8.9,1,22,18,2,6,1
19235,8304,300,0,0.9,1,0,7.9,1,10,21,2,1,2
16962,9765,221,0,0.75,3,1,7.8,1,25,26,4,3,6
16472,8248,204,0,0.9,1,1,9.2,1,5,24,2,3,2
18790,8357,284,1,1,0,0,4.5,0,4,25,4,2,12
18852,8931,286,0,1,0,0,6.2,1,16,26,3,1,15
19208,8061,299,0,1,0,0,5.7,1,21,16,1,3,5
15436,8340,166,0,0.833333,2,1,8.7,1,27,17,3,6,6
15505,9532,169,0,0.916666,1,0,9.4,1,1,24,4,10,2
17666,8028,245,0,0.866666,2,0,4.7,0,24,17,5,10,11
15125,9795,157,0,0.833333,2,0,3.5,0,1,26,3,7,13
18818,8778,285,0,0.9,1,0,4.8,0,24,24,2,4,13
16215,8937,193,0,0.9,1,0,5.6,1,22,30,1,7,16
16498,9925,205,1,0.75,3,0,6.5,1,19,23,4,1,7
18966,9762,289,0,0.8,2,0,3.1,0,26,19,2,7,12
17217,8905,229,0,0.916666,1,0,4.8,0,24,26,3,2,2
15342,9318,163,0,0.7,3,1,7.2,1,6,29,2,1,16
16534,9625,207,1,0.5,5,1,9.9,1,11,21,2,8,7
15979,8378,189,0,1,0,0,6.6,1,13,18,1,1,16
16497,9569,205,0,1,0,0,6.5,1,27,21,4,1,7
15770,8737,181,0,0.916666,1,0,3.1,0,9,16,4,2,3
15029,9373,152,0,0.933333,1,0,5.5,1,11,15,5,1,11
16360,9864,200,0,0.833333,2,0,7.6,1,18,22,4,10,15
16080,8082,190,0,1,0,0,7.9,1,11,29,4,8,13
16119,8446,191,0,1,0,0,5.1,1,24,22,5,9,14
17910,9303,251,0,0.833333,2,2,3.7,0,18,16,3,2,5
19101,9843,295,1,0.416666,7,2,3.3,0,1,20,3,7,15
17920,8598,251,0,0.833333,2,1,7,1,27,20,3,2,5
16696,8769,214,1,0.6,4,0,10,1,1,17,1,7,16
18607,8716,276,0,0.866666,2,0,7.7,1,15,14,5,4,13
15642,9020,176,0,0.8,2,0,4.3,0,25,14,1,4,6
15977,9285,189,0,0.9,1,0,8.4,1,7,25,1,1,16
18961,9235,289,0,0.7,3,0,7.9,1,19,20,2,7,12
16484,8384,205,0,0.916666,1,0,6.1,1,6,29,4,1,7
15025,9361,152,0,1,0,0,7.8,1,27,20,5,1,11
18604,9711,276,0,0.8,3,2,8.1,1,4,27,5,4,13
17768,8810,246,0,0.9,1,0,3.3,0,9,22,1,9,16
19221,8926,300,1,0.9,1,0,5.2,1,2,16,2,1,2
17395,8788,234,0,1,0,0,8.9,1,19,16,3,6,16
17848,8282,248,0,0.833333,2,0,6.4,1,4,29,4,5,4
18028,9547,256,0,0.866666,2,0,7.4,1,29,16,5,1,9
16978,9939,222,0,0.75,3,0,5.8,1,15,24,3,1,15
16474,9143,204,0,0.9,1,0,6.3,1,22,26,2,3,2
16195,8830,193,0,0.9,1,1,9.9,1,12,19,1,7,16
18439,8730,270,1,0.5,5,1,8.6,1,23,20,1,2,12
15900,9250,187,0,1,0,0,9.6,1,11,21,4,4,11
16721,8052,214,0,0.9,1,0,5.3,1,11,19,1,7,16
18622,8644,278,0,1,0,0,6.5,1,3,16,1,4,2
16089,9794,190,0,0.833333,2,0,3.7,0,21,21,4,8,13
19034,9000,292,0,1,0,0,4.5,0,15,18,4,3,4
16851,8948,218,0,0.9,1,0,7.8,1,22,28,2,8,11
16123,9524,191,0,0.866666,2,0,9.1,1,16,25,5,9,14
19260,8262,301,0,0.9,1,0,3.5,0,18,30,2,1,14
15861,9029,184,0,0.833333,2,1,7.9,1,22,20,3,3,4
15733,9526,179,0,0.916666,1,1,4.4,0,5,21,4,4,2
16662,8526,213,1,0.7,3,0,2.8,0,25,25,2,2,4
15009,8067,152,0,0.866666,2,0,5.8,1,16,24,5,1,11
17696,9223,246,0,1,0,0,9.2,1,25,17,1,9,16
17872,8214,249,0,0.916666,1,0,4.5,0,23,29,4,10,12
19130,8493,296,0,0.9,1,0,5.6,1,14,24,1,3,15
15563,8883,171,1,0.8,3,1,8,1,13,16,5,8,5
16699,8648,214,0,1,0,0,8.6,1,15,30,1,7,16
18354,9030,268,0,1,0,0,8,1,5,15,1,4,16
17014,9955,224,0,0.916666,1,0,6.8,1,27,20,3,7,16
17218,9501,229,0,0.916666,1,0,3.3,0,5,24,3,2,2
15889,9425,186,0,0.866666,2,0,3.6,0,15,26,5,5,15
17931,8150,252,0,0.866666,2,0,3.3,0,26,14,5,7,4
18832,8012,286,0,0.833333,2,0,7.2,1,18,23,3,1,15
17985,9771,254,0,0.9,1,1,6.1,1,1,17,1,10,9
19141,8375,297,0,0.9,1,1,5.9,1,21,25,1,3,12
17113,8365,225,1,0.583333,5,1,8,1,1,23,4,9,8
15897,8708,186,0,0.8,3,1,8.7,1,18,18,5,5,15
17899,8552,250,0,0.7,3,0,3.7,0,10,15,1,3,11
16243,9722,195,0,0.866666,2,0,7.4,1,25,29,5,10,9
18146,9620,261,0,0.933333,1,0,5,1,20,15,5,1,12
16809,9662,217,0,1,0,0,3.2,0,2,18,2,7,13
15372,8347,163,0,0.9,1,0,9.1,1,26,22,2,1,16
15932,8818,187,0,1,0,0,9.7,1,22,20,4,4,11
15976,9660,189,0,0.6,4,2,9.5,1,8,22,1,1,16
17895,8635,250,0,0.8,2,0,3.9,0,23,23,1,3,11
19204,9457,299,0,1,0,0,4.7,0,16,18,1,3,5
17278,9182,231,0,0.75,3,2,7.2,1,26,16,4,3,6
18393,9830,268,1,0.6,4,1,3.1,0,20,22,1,4,16
18711,9210,282,0,0.9,1,1,8,1,8,27,1,6,11
18001,9688,254,0,0.9,1,1,7.2,1,24,22,1,10,9
18189,9769,263,1,0.416666,7,2,4.8,0,23,22,4,5,11
15055,9916,154,0,1,0,0,4,0,3,29,5,1,1
17084,9155,224,0,0.916666,1,0,9.6,1,29,21,3,7,16
17510,9848,238,0,0.916666,1,1,9.7,1,10,16,4,3,9
18406,8290,269,0,0.9,1,1,3.7,0,27,21,2,5,1
18464,8427,271,0,0.8,2,0,3.3,0,4,26,2,5,13
18601,9122,276,1,0.6,6,0,3.9,0,20,19,5,4,13
17180,9219,227,1,0.6,4,1,7,1,21,19,2,3,5
18823,8047,285,0,0.8,2,1,4.7,0,13,18,2,4,13
18651,9532,278,0,0.7,3,1,4.5,0,14,25,1,4,2
17055,9523,224,0,0.833333,2,1,6.3,1,7,26,3,7,16
16413,8066,202,0,1,0,0,8.2,1,6,23,1,8,2
16801,9567,217,0,1,0,0,9.9,1,17,14,2,7,13
18704,8706,281,0,1,0,0,5.5,1,22,24,3,2,4
15211,9666,159,1,0.75,3,1,4,0,7,28,4,8,5
16725,9448,214,0,1,0,0,3.2,0,25,20,1,7,16
15028,8174,152,0,1,0,0,7,1,22,28,5,1,11
16157,9540,193,0,1,0,0,3.1,0,21,30,1,7,16
16558,8871,208,0,1,0,0,5.4,1,19,14,2,7,6
18040,8679,257,0,0.916666,1,0,4.2,0,29,23,3,8,10
16435,9363,203,0,1,0,0,4.1,0,26,22,3,8,10
15469,8458,168,0,0.833333,2,0,4.5,0,2,21,3,5,9
19194,9623,299,0,0.9,1,0,8.4,1,2,27,1,3,5
15674,8095,177,1,0.5,5,1,5.4,1,2,16,1,9,15
17061,8806,224,0,1,0,0,8.7,1,11,24,3,7,16
15986,8677,189,0,1,0,0,8.5,1,23,20,1,1,16
16253,8360,196,0,1,0,0,9.3,1,10,15,2,4,5
17460,8523,235,0,1,0,0,8.5,1,1,16,1,4,12
16150,9706,193,0,1,0,0,4.6,0,4,27,1,7,16
16777,8163,216,0,0.866666,2,0,5.6,1,8,19,5,9,4
16890,8747,219,0,0.916666,1,0,7.8,1,18,17,4,6,4
17090,9428,224,0,0.833333,2,0,9.4,1,26,14,3,7,16
15255,8160,161,1,0.6,6,0,9.8,1,3,25,5,8,3
17070,8172,224,1,0.666666,4,0,8.1,1,13,21,3,7,16
16038,9767,189,0,1,0,0,8.6,1,4,24,1,1,16
17348,8564,233,0,0.916666,1,0,9.5,1,13,28,4,5,4
15140,9434,157,0,0.833333,2,0,5.4,1,6,21,3,7,13
15203,8315,159,0,1,0,0,3.7,0,22,17,4,8,5
16103,9042,191,0,0.666666,5,1,9.1,1,27,18,5,9,14
17227,9691,229,0,0.833333,2,1,6.9,1,19,17,3,2,2
15366,8537,163,0,0.9,1,1,9.2,1,22,26,2,1,16
17226,9152,229,0,0.916666,1,0,8.1,1,5,19,3,2,2
17632,9705,243,0,0.8,3,1,9.7,1,6,18,5,8,13
16273,9711,196,0,1,0,0,6.3,1,2,28,2,4,5
16339,8168,199,0,1,0,0,6.5,1,3,28,1,10,2
19249,9221,301,0,0.9,1,0,8.9,1,11,23,2,1,14
18687,8528,281,1,0.75,3,0,3.1,0,25,19,3,2,4
15346,8620,163,0,0.9,1,0,7.2,1,26,23,2,1,16
15802,8638,182,0,0.833333,2,0,6.4,1,29,20,4,3,10
15081,9643,154,0,1,0,0,5.1,1,2,26,5,1,1
19105,9767,295,0,0.916666,1,0,6.2,1,13,23,3,7,15
18855,8699,287,0,0.916666,1,1,3.5,0,19,29,3,1,10
18856,9872,287,0,0.916666,1,0,8.3,1,4,25,3,1,10
16218,8728,193,0,0.9,1,1,4.8,0,17,27,1,7,16
17126,9906,225,0,0.916666,1,0,3.1,0,25,16,4,9,8
16768,9988,215,0,1,0,0,9.2,1,6,25,4,1,12
16849,8345,218,0,0.9,1,0,8.9,1,25,25,2,8,11
17832,9910,247,0,0.8,2,1,9.6,1,29,27,2,6,1
16449,8267,204,0,0.9,1,0,6.1,1,28,23,2,3,2
18814,8042,285,0,0.8,2,1,7.4,1,22,25,2,4,13
15681,9658,178,0,0.866666,2,2,4.6,0,25,29,5,8,8
17256,9046,230,0,0.833333,2,0,3.2,0,5,15,3,4,11
17845,8980,248,0,1,0,0,8.9,1,23,28,4,5,4
15578,9228,172,0,0.8,2,0,9.1,1,24,28,1,3,12
17508,8634,237,0,0.9,1,0,3.7,0,26,30,2,2,15
15424,8537,166,0,0.916666,1,0,6.6,1,8,26,3,6,6
15457,9466,167,0,0.9,1,0,5.6,1,10,24,2,7,12
17664,9792,245,0,0.933333,1,0,9.7,1,21,27,5,10,11
18115,9650,260,0,1,0,0,7.5,1,29,27,4,7,11
15800,8365,182,1,0.75,3,0,7.9,1,23,22,4,3,10
16247,8212,195,0,1,0,0,4.1,0,18,19,5,10,9
19006,8643,291,0,1,0,0,4.5,0,20,18,2,8,6
16690,9543,214,0,0.8,2,1,6.6,1,5,16,1,7,16
17801,9898,247,0,1,0,0,7,1,2,29,2,6,1
18060,9088,258,0,0.833333,2,0,7.4,1,21,25,3,2,12
18095,8099,259,1,0.583333,5,1,8.8,1,6,26,3,7,4
17465,9938,235,1,0.7,3,1,7.3,1,29,21,1,4,12
16706,9555,214,1,0.7,3,1,9.8,1,18,23,1,7,16
15950,8268,188,0,0.8,3,0,8,1,25,18,5,5,2
16666,8780,213,0,1,0,0,5.9,1,14,22,2,2,4
17902,8920,250,0,1,0,0,7.4,1,4,16,1,3,11
17617,8525,243,0,0.8,3,0,4.4,0,16,26,5,8,13
17065,8153,224,1,0.75,3,0,8.8,1,2,21,3,7,16
15063,8292,154,0,0.8,3,1,3.3,0,2,26,5,1,1
18366,8871,268,0,0.9,1,0,3.3,0,27,14,1,4,16
16160,9711,193,0,0.9,1,0,9.8,1,22,28,1,7,16
17225,8169,229,1,0.583333,5,1,4.8,0,27,27,3,2,2
18243,9003,264,1,0.7,3,0,4.5,0,9,15,1,9,4
16026,9565,189,0,0.9,1,1,6.6,1,20,23,1,1,16
18996,8738,291,1,0.4,6,2,8.6,1,3,14,2,8,6
17823,9383,247,0,0.9,1,0,8.5,1,3,30,2,6,1
15426,9508,166,1,0.5,6,0,5,1,23,20,3,6,6
17699,8862,246,0,1,0,0,9.7,1,16,21,1,9,16
18158,8441,262,0,0.916666,1,0,8,1,6,23,3,7,2
18962,8798,289,0,0.8,2,0,3.7,0,24,17,2,7,12
17392,8724,234,1,0.833333,2,0,8.7,1,2,19,3,6,16
16176,9877,193,0,0.9,1,0,4,0,2,29,1,7,16
17528,9445,239,0,0.833333,2,1,7,1,11,17,3,7,3
15051,8678,153,0,1,0,0,3.7,0,4,17,4,2,10
16910,8475,220,0,0.916666,1,0,4.2,0,18,23,4,6,11
17443,9358,234,0,1,0,0,6.8,1,27,19,3,6,16
15613,8883,174,0,0.9,1,0,6.9,1,5,15,1,8,5
17596,9355,242,0,0.833333,2,0,6.3,1,18,29,3,9,3
19072,8222,293,0,0.866666,2,1,4.4,0,11,22,5,10,11
16919,9719,220,1,0.75,3,2,9.3,1,11,24,4,6,11
16963,8516,221,0,1,0,0,4.8,0,12,28,4,3,6
15985,9399,189,0,0.8,2,0,5.5,1,8,24,1,1,16
18009,8124,255,0,0.933333,1,1,7.6,1,23,22,5,6,5
15459,9573,167,0,0.8,2,2,7.7,1,11,29,2,7,12
16418,8612,202,0,0.9,1,1,3.2,0,13,22,1,8,2
18528,9574,274,0,0.866666,2,1,6.9,1,15,21,5,4,11
17181,8324,227,0,0.9,1,0,3.1,0,25,18,2,3,5
16275,9935,197,0,0.733333,4,2,4.4,0,18,26,5,10,10
16579,9178,209,0,1,0,0,9.9,1,4,20,1,10,6
15535,8310,170,0,0.9,1,1,8.2,1,10,26,2,3,1
16347,9875,199,1,0.6,4,1,7.4,1,27,16,1,10,2
16444,9909,203,0,0.916666,1,0,6.4,1,8,23,3,8,10
17495,8261,237,0,0.9,1,0,7.4,1,13,19,2,2,15
18048,9308,257,0,0.916666,1,1,9.3,1,10,21,3,8,10
16836,8440,218,0,0.9,1,1,7.2,1,5,20,2,8,11
16222,9320,194,1,0.6,4,1,6.4,1,29,26,2,9,15
16493,9265,205,0,0.916666,1,1,9.8,1,15,22,4,1,7
17994,9669,254,1,0.5,5,0,7.1,1,12,20,1,10,9
15664,9586,177,0,0.9,1,0,9.9,1,8,20,1,9,15
15266,9568,161,0,0.866666,2,0,4,0,21,17,5,8,3
17020,9136,224,0,0.916666,1,0,5.4,1,8,19,3,7,16
15053,9275,154,0,1,0,0,6.8,1,13,26,5,1,1
15075,9263,154,0,0.933333,1,0,7.4,1,23,15,5,1,1
15324,9083,163,1,0.7,3,0,7.7,1,28,21,2,1,16
16343,8854,199,0,1,0,0,3.3,0,9,24,1,10,2
15292,8662,162,0,0.8,2,0,7.4,1,20,28,1,4,4
17515,8466,238,1,0.666666,4,0,6.5,1,25,24,4,3,9
18729,8797,282,1,0.6,4,1,6.2,1,26,26,1,6,11
17529,8804,239,0,1,0,0,5.5,1,7,24,3,7,3
17663,8771,245,1,0.6,6,0,6.5,1,23,15,5,10,11
15744,9605,180,0,0.833333,2,1,3.8,0,27,25,3,5,12
16977,9070,222,0,1,0,0,6.6,1,6,28,3,1,15
18298,8779,266,0,0.9,1,1,9.4,1,20,29,1,2,7
15228,8969,160,0,0.9,1,0,7.9,1,25,22,1,10,8
16983,8987,222,0,0.916666,1,1,8.2,1,17,28,3,1,15
16083,8868,190,0,0.916666,1,0,9.6,1,28,18,4,8,13
16862,8079,218,0,1,0,0,7.3,1,23,17,2,8,11
17457,9259,235,0,0.9,1,0,8.7,1,3,26,1,4,12
15730,9628,179,0,1,0,0,7,1,26,21,4,4,2
16144,8443,193,0,0.7,3,0,7.1,1,5,15,1,7,16
16680,9179,213,0,0.8,2,1,6.9,1,21,24,2,2,4
15365,9249,163,0,0.8,2,0,7.2,1,11,20,2,1,16
18740,8702,282,0,0.8,2,2,3.8,0,12,20,1,6,11
16838,9252,218,0,0.8,2,1,5,1,2,23,2,8,11
15464,9873,168,0,0.833333,2,0,3.6,0,19,27,3,5,9
17354,9039,233,0,0.833333,2,1,5.9,1,25,22,4,5,4
16712,8629,214,0,0.8,2,1,3.5,0,14,27,1,7,16
16615,8242,211,0,0.933333,1,0,4.7,0,19,27,5,10,12
16653,8379,213,0,1,0,0,8.1,1,20,25,2,2,4
18342,8484,268,1,0.7,3,1,7.6,1,4,14,1,4,16
17325,9038,232,0,0.866666,2,1,8.9,1,18,22,5,3,1
15294,9177,162,0,0.9,1,0,9.3,1,21,22,1,4,4
16306,8528,198,0,0.933333,1,1,3.5,0,2,18,5,3,14
16335,8498,199,0,1,0,0,9,1,13,28,1,10,2
17454,9354,235,1,0.6,4,1,7.1,1,23,25,1,4,12
17747,9470,246,0,1,0,0,7.6,1,1,29,1,9,16
18470,9918,271,0,1,0,0,9.6,1,18,30,2,5,13
17310,9050,232,0,0.933333,1,0,8.9,1,7,23,5,3,1
17206,9481,228,1,0.666666,4,1,5.9,1,12,17,3,6,5
17876,9827,250,0,1,0,0,7.9,1,5,25,1,3,11
17921,9289,251,0,0.916666,1,0,4.6,0,28,20,3,2,5
19056,9015,293,1,0.866666,2,1,2.7,0,15,19,5,10,11
15318,8722,163,0,0.9,1,1,8.1,1,22,24,2,1,16
15363,8017,163,0,1,0,0,7.3,1,2,23,2,1,16
16531,8685,207,0,0.9,1,1,6,1,25,23,2,8,7
16771,8504,215,0,0.916666,1,0,8.3,1,27,26,4,1,12
17947,9881,252,0,0.866666,2,1,7.1,1,25,14,5,7,4
18433,8620,269,0,0.8,2,0,4.2,0,27,23,2,5,1
15760,9404,181,0,0.916666,1,0,3.3,0,10,19,4,2,3
17638,9321,244,0,0.833333,2,0,4.5,0,16,23,3,9,14
16326,8042,199,0,0.9,1,1,9,1,29,24,1,10,2
17851,9056,248,1,0.916666,1,0,6.6,1,9,25,4,5,4
16915,8240,220,1,0.5,6,0,6.5,1,28,28,4,6,11
17647,9872,244,0,0.916666,1,0,5.5,1,22,25,3,9,14
16889,9412,219,0,1,0,0,7.3,1,20,16,4,6,4
16350,8676,199,0,0.7,3,1,6.4,1,16,20,1,10,2
19055,9110,293,0,0.8,3,1,3.2,0,26,16,5,10,11
15565,9282,171,1,0.8,3,0,3.8,0,5,26,5,8,5
16645,9107,212,0,1,0,0,6,1,28,14,4,3,5
16921,9199,220,0,0.833333,2,0,8.4,1,8,15,4,6,11
17233,9743,229,0,0.916666,1,0,5.4,1,8,23,3,2,2
17904,8109,251,0,0.916666,1,0,6.2,1,22,19,3,2,5
18194,9097,263,0,0.916666,1,0,8.6,1,15,27,4,5,11
19262,8383,301,0,0.8,2,1,6.6,1,24,29,2,1,14
17684,9068,245,0,1,0,0,7.5,1,7,24,5,10,11
17817,9796,247,0,1,0,0,4.2,0,4,23,2,6,1
16417,9697,202,0,0.8,2,1,3.1,0,17,25,1,8,2
18098,8906,259,0,0.916666,1,1,4.8,0,1,29,3,7,4
16547,8514,207,0,0.9,1,0,7.5,1,4,17,2,8,7
17267,9471,230,0,0.916666,1,0,3.2,0,7,26,3,4,11
17648,8687,244,0,0.916666,1,0,7.1,1,2,14,3,9,14
18605,8766,276,0,0.866666,2,1,8.2,1,11,25,5,4,13
15577,9798,172,0,0.9,1,0,9.6,1,14,23,1,3,12
18382,9367,268,0,1,0,0,6.8,1,7,29,1,4,16
18701,8110,281,0,0.666666,4,1,5.3,1,11,19,3,2,4
19114,9425,295,0,1,0,0,3.5,0,3,26,3,7,15
18742,9389,283,0,1,0,0,7.2,1,29,28,4,6,7
15669,9674,177,0,0.8,2,0,6,1,5,23,1,9,15
18680,8732,281,0,0.833333,2,0,6.1,1,1,21,3,2,4
18993,9785,291,0,1,0,0,6.4,1,2,23,2,8,6
15245,9295,161,0,0.8,3,1,5.7,1,12,27,5,8,3
17197,9937,228,0,1,0,0,4.7,0,4,27,3,6,5
18178,8854,262,0,0.833333,2,1,8,1,7,24,3,7,2
18398,9462,268,0,0.9,1,1,3.4,0,28,16,1,4,16
17416,9206,234,0,0.916666,1,0,8.6,1,25,26,3,6,16
18299,9128,266,1,0.8,2,0,9.4,1,9,21,1,2,7
19212,8372,299,1,0.7,3,0,3.1,0,24,28,1,3,5
17611,8361,243,0,0.866666,2,0,8.1,1,11,23,5,8,13
17241,9933,229,0,0.916666,1,0,3.2,0,13,27,3,2,2
16184,8341,193,0,0.8,2,1,9.2,1,9,25,1,7,16
16969,8301,222,0,1,0,0,5.7,1,28,17,3,1,15
18163,9488,262,1,0.75,3,0,3.9,0,26,23,3,7,2
15914,8412,187,0,1,0,0,6.8,1,26,29,4,4,11
18515,9896,273,1,0.8,2,1,7,1,25,30,2,7,6
17302,9304,232,0,1,0,0,8,1,25,19,5,3,1
18280,9845,266,0,0.9,1,0,3.9,0,5,23,1,2,7
17419,8216,234,0,0.833333,2,0,5,1,21,26,3,6,16
17625,8995,243,0,0.8,3,1,7,1,25,28,5,8,13
18112,8926,260,0,1,0,0,3.9,0,4,15,4,7,11
19121,8951,296,1,0.7,3,0,9,1,18,30,1,3,15
17572,8513,240,0,0.916666,1,1,5.8,1,4,19,4,5,4
15458,8742,167,0,0.9,1,1,5.1,1,3,28,2,7,12
17789,8096,247,0,0.9,1,1,6.2,1,23,24,2,6,1
17901,9022,250,1,0.6,4,2,4,0,14,23,1,3,11
16025,8423,189,0,0.9,1,0,3.5,0,26,27,1,1,16
18659,8842,279,0,0.866666,2,0,5.3,1,18,29,5,2,10
17360,9099,234,0,0.916666,1,1,3.2,0,12,16,3,6,16
18379,8396,268,0,1,0,0,8.2,1,21,21,1,4,16
16453,8198,204,0,0.9,1,0,3.6,0,25,16,2,3,2
15544,8747,170,0,0.9,1,0,8.1,1,11,17,2,3,1
17320,9938,232,1,0.666666,5,1,4.6,0,12,20,5,3,1
17769,9204,246,0,0.8,2,2,7.4,1,24,18,1,9,16
18834,8881,286,0,1,0,0,9.6,1,3,27,3,1,15
17973,9160,253,0,1,0,0,7,1,5,17,1,2,11
15635,8129,175,0,1,0,0,8.7,1,23,22,1,8,14
18232,8661,264,0,1,0,0,7.5,1,20,16,1,9,4
18844,8715,286,0,0.75,3,0,7.6,1,24,19,3,1,15
17076,8146,224,0,0.833333,2,1,4.7,0,28,21,3,7,16
19048,8742,293,0,0.933333,1,0,3.5,0,28,27,5,10,11
16600,8640,210,0,0.8,2,0,7.9,1,11,16,1,4,10
16024,8879,189,0,1,0,0,3.8,0,1,28,1,1,16
15019,9012,152,0,0.866666,2,1,4.5,0,3,24,5,1,11
17605,8949,242,1,0.5,6,0,6.3,1,10,19,3,9,3
18161,8930,262,0,0.833333,2,1,5.7,1,8,17,3,7,2
19107,9627,295,0,0.916666,1,0,7.5,1,20,18,3,7,15
16718,8254,214,0,0.9,1,0,5.7,1,28,28,1,7,16
18326,9424,268,0,0.9,1,0,5.3,1,3,28,1,4,16
18638,8960,278,0,1,0,0,3.2,0,2,30,1,4,2
15270,8749,161,0,0.933333,1,0,4.8,0,26,23,5,8,3
15451,9243,167,0,1,0,0,5.1,1,18,22,2,7,12
17950,9039,253,0,0.8,2,0,7.4,1,27,23,1,2,11
16111,8002,191,0,0.866666,2,0,5.1,1,7,15,5,9,14
18599,9528,276,1,0.6,6,1,3.9,0,12,15,5,4,13
18643,8409,278,0,1,0,0,4.1,0,7,15,1,4,2
16168,8951,193,0,0.9,1,1,4.7,0,7,30,1,7,16
17836,9872,247,1,0.8,2,0,5.9,1,3,26,2,6,1
15735,9541,180,0,0.833333,2,1,6.6,1,11,20,3,5,12
16596,8708,209,0,1,0,0,9.9,1,19,19,1,10,6
19046,9979,293,0,0.933333,1,1,5.9,1,13,29,5,10,11
18079,9483,259,0,1,0,0,6.4,1,1,28,3,7,4
17189,8742,227,0,0.9,1,0,8.2,1,14,27,2,3,5
15526,9896,170,0,1,0,0,8.5,1,21,29,2,3,1
16139,9585,193,0,0.8,2,1,7.7,1,15,19,1,7,16
16069,8715,189,0,0.8,2,1,4.7,0,19,20,1,1,16
18586,8177,276,0,0.866666,2,0,3.4,0,5,24,5,4,13
17329,8504,232,0,0.8,3,1,9.5,1,8,26,5,3,1
16763,8580,215,0,0.75,3,0,6.9,1,28,26,4,1,12
18020,9164,255,0,1,0,0,4,0,18,20,5,6,5
18042,8807,257,0,0.916666,1,0,4.7,0,22,22,3,8,10
